team,mean_elo,year,Conference
Timberwolves,1481.692325,1998,West
Timberwolves,1507.41502,1999,West
Timberwolves,1519.958124,2000,West
Timberwolves,1549.998531,2001,West
Timberwolves,1591.323964,2002,West
Timberwolves,1561.595127,2003,West
Timberwolves,1635.183112,2004,West
Timberwolves,1556.03122,2005,West
Timberwolves,1493.870141,2006,West
Timberwolves,1445.952661,2007,West
Timberwolves,1330.205313,2008,West
Timberwolves,1368.517116,2009,West
Timberwolves,1302.678148,2010,West
Timberwolves,1314.617607,2011,West
Timberwolves,1428.964397,2012,West
Timberwolves,1435.857071,2013,West
Timberwolves,1542.609841,2014,West
Timberwolves,1365.595607,2015,West
Hawks,,1976,East
Hawks,1379.6318,1977,East
Hawks,1479.272642,1978,East
Hawks,1532.812581,1979,East
Hawks,1582.318659,1980,East
Hawks,1472.062289,1981,East
Hawks,1480.719411,1982,East
Hawks,1506.2671,1983,East
Hawks,1483.151746,1984,East
Hawks,1470.796552,1985,East
Hawks,1529.003482,1986,East
Hawks,1632.847521,1987,East
Hawks,1611.226438,1988,East
Hawks,1591.544524,1989,East
Hawks,1512.749616,1990,East
Hawks,1523.494137,1991,East
Hawks,1485.461818,1992,East
Hawks,1472.775109,1993,East
Hawks,1601.365422,1994,East
Hawks,1524.822756,1995,East
Hawks,1527.948074,1996,East
Hawks,1610.383203,1997,East
Hawks,1589.780307,1998,East
Hawks,1584.03129,1999,East
Hawks,1447.593323,2000,East
Hawks,1355.30758,2001,East
Hawks,1388.13551,2002,East
Hawks,1423.280326,2003,East
Hawks,1400.816421,2004,East
Hawks,1302.470062,2005,East
Hawks,1309.496005,2006,East
Hawks,1388.682174,2007,East
Hawks,1437.814691,2008,East
Hawks,1523.054848,2009,East
Hawks,1586.738111,2010,East
Hawks,1536.164694,2011,East
Hawks,1539.064626,2012,East
Hawks,1525.019374,2013,East
Hawks,1480.995215,2014,East
Hawks,1607.266844,2015,East
Lakers,,1976,West
Lakers,1555.701115,1977,West
Lakers,1551.652542,1978,West
Lakers,1583.438171,1979,West
Lakers,1625.227039,1980,West
Lakers,1637.26848,1981,West
Lakers,1614.328182,1982,West
Lakers,1654.081048,1983,West
Lakers,1594.018928,1984,West
Lakers,1663.092693,1985,West
Lakers,1693.393727,1986,West
Lakers,1687.776324,1987,West
Lakers,1680.288785,1988,West
Lakers,1644.043306,1989,West
Lakers,1668.294853,1990,West
Lakers,1651.466009,1991,West
Lakers,1530.142309,1992,West
Lakers,1470.810513,1993,West
Lakers,1415.769207,1994,West
Lakers,1509.759732,1995,West
Lakers,1573.46668,1996,West
Lakers,1606.826232,1997,West
Lakers,1656.877325,1998,West
Lakers,1619.301572,1999,West
Lakers,1679.23527,2000,West
Lakers,1635.38671,2001,West
Lakers,1693.717248,2002,West
Lakers,1602.58707,2003,West
Lakers,1631.251949,2004,West
Lakers,1521.765263,2005,West
Lakers,1520.805517,2006,West
Lakers,1533.007732,2007,West
Lakers,1636.118051,2008,West
Lakers,1720.708067,2009,West
Lakers,1684.198952,2010,West
Lakers,1652.444958,2011,West
Lakers,1593.565124,2012,West
Lakers,1535.159237,2013,West
Lakers,1414.011072,2014,West
Lakers,1372.522491,2015,West
Rockets,,1976,West
Rockets,1537.750832,1977,West
Rockets,1458.076421,1978,West
Rockets,1485.379045,1979,West
Rockets,1506.08609,1980,West
Rockets,1491.72829,1981,West
Rockets,1514.777378,1982,West
Rockets,1322.894728,1983,West
Rockets,1379.290776,1984,West
Rockets,1500.340992,1985,West
Rockets,1561.490126,1986,West
Rockets,1531.810321,1987,West
Rockets,1551.622481,1988,West
Rockets,1513.795659,1989,West
Rockets,1498.9068,1990,West
Rockets,1560.523121,1991,West
Rockets,1487.901584,1992,West
Rockets,1558.365465,1993,West
Rockets,1629.54517,1994,West
Rockets,1599.65839,1995,West
Rockets,1596.499257,1996,West
Rockets,1590.419755,1997,West
Rockets,1534.058786,1998,West
Rockets,1518.030596,1999,West
Rockets,1460.822276,2000,West
Rockets,1541.56015,2001,West
Rockets,1456.771524,2002,West
Rockets,1501.516293,2003,West
Rockets,1565.160455,2004,West
Rockets,1569.583852,2005,West
Rockets,1511.103716,2006,West
Rockets,1579.494867,2007,West
Rockets,1605.168906,2008,West
Rockets,1616.980955,2009,West
Rockets,1562.385991,2010,West
Rockets,1514.958556,2011,West
Rockets,1528.053267,2012,West
Rockets,1559.061265,2013,West
Rockets,1613.069651,2014,West
Rockets,1623.45014,2015,West
Hornets,,1976,East
Hornets,,1977,East
Hornets,,1978,East
Hornets,,1979,East
Hornets,,1980,East
Hornets,,1981,East
Hornets,,1982,East
Hornets,,1983,East
Hornets,,1984,East
Hornets,,1985,East
Hornets,,1986,East
Hornets,,1987,East
Hornets,,1988,East
Hornets,,1989,East
Hornets,,1990,East
Hornets,,1991,East
Hornets,,1992,East
Hornets,,1993,East
Hornets,,1994,East
Hornets,,1995,East
Hornets,,1996,East
Hornets,,1997,East
Hornets,,1998,East
Hornets,,1999,East
Hornets,,2000,East
Hornets,,2001,East
Hornets,,2002,East
Hornets,,2003,East
Hornets,,2004,East
Hornets,1278.091346,2005,East
Hornets,1354.564093,2006,East
Hornets,1403.588344,2007,East
Hornets,1418.034852,2008,East
Hornets,1448.594838,2009,East
Hornets,1516.715051,2010,East
Hornets,1453.895448,2011,East
Hornets,1284.182042,2012,East
Hornets,1260.204443,2013,East
Hornets,1436.816938,2014,East
Hornets,1453.936143,2015,East
Magic,,1976,East
Magic,,1977,East
Magic,,1978,East
Magic,,1979,East
Magic,,1980,East
Magic,,1981,East
Magic,,1982,East
Magic,,1983,East
Magic,,1984,East
Magic,,1985,East
Magic,,1986,East
Magic,,1987,East
Magic,,1988,East
Magic,,1989,East
Magic,1296.911604,1990,East
Magic,1334.833054,1991,East
Magic,1351.068398,1992,East
Magic,1469.903932,1993,East
Magic,1561.438362,1994,East
Magic,1637.925453,1995,East
Magic,1620.144123,1996,East
Magic,1536.98469,1997,East
Magic,1479.824673,1998,East
Magic,1561.24573,1999,East
Magic,1510.475856,2000,East
Magic,1512.159681,2001,East
Magic,1524.511334,2002,East
Magic,1497.484675,2003,East
Magic,1373.41915,2004,East
Magic,1420.993727,2005,East
Magic,1412.343396,2006,East
Magic,1495.322921,2007,East
Magic,1573.343654,2008,East
Magic,1649.763389,2009,East
Magic,1663.344818,2010,East
Magic,1643.274701,2011,East
Magic,1558.411063,2012,East
Magic,1357.133771,2013,East
Magic,1331.74727,2014,East
Magic,1339.426594,2015,East
Raptors,,1976,East
Raptors,,1977,East
Raptors,,1978,East
Raptors,,1979,East
Raptors,,1980,East
Raptors,,1981,East
Raptors,,1982,East
Raptors,,1983,East
Raptors,,1984,East
Raptors,,1985,East
Raptors,,1986,East
Raptors,,1987,East
Raptors,,1988,East
Raptors,,1989,East
Raptors,,1990,East
Raptors,,1991,East
Raptors,,1992,East
Raptors,,1993,East
Raptors,,1994,East
Raptors,,1995,East
Raptors,1299.418228,1996,East
Raptors,1370.156026,1997,East
Raptors,1327.962966,1998,East
Raptors,1396.84903,1999,East
Raptors,1496.565662,2000,East
Raptors,1529.84481,2001,East
Raptors,1520.003,2002,East
Raptors,1396.057667,2003,East
Raptors,1404.130305,2004,East
Raptors,1428.540599,2005,East
Raptors,1406.300637,2006,East
Raptors,1482.303253,2007,East
Raptors,1537.957585,2008,East
Raptors,1456.457921,2009,East
Raptors,1476.768113,2010,East
Raptors,1377.731262,2011,East
Raptors,1368.272135,2012,East
Raptors,1434.183488,2013,East
Raptors,1550.174938,2014,East
Raptors,1571.733044,2015,East
Bulls,,1976,East
Bulls,1467.795241,1977,East
Bulls,1535.310843,1978,East
Bulls,1412.738566,1979,East
Bulls,1418.871206,1980,East
Bulls,1505.60262,1981,East
Bulls,1483.360607,1982,East
Bulls,1416.600552,1983,East
Bulls,1414.024704,1984,East
Bulls,1448.465016,1985,East
Bulls,1413.115688,1986,East
Bulls,1485.52184,1987,East
Bulls,1564.953238,1988,East
Bulls,1559.536881,1989,East
Bulls,1591.058232,1990,East
Bulls,1678.635937,1991,East
Bulls,1753.427953,1992,East
Bulls,1681.675528,1993,East
Bulls,1616.152185,1994,East
Bulls,1576.996724,1995,East
Bulls,1744.261468,1996,East
Bulls,1788.639541,1997,East
Bulls,1713.190981,1998,East
Bulls,1496.791292,1999,East
Bulls,1307.133348,2000,East
Bulls,1262.646874,2001,East
Bulls,1292.642778,2002,East
Bulls,1364.242891,2003,East
Bulls,1354.47292,2004,East
Bulls,1463.04173,2005,East
Bulls,1501.319601,2006,East
Bulls,1574.822348,2007,East
Bulls,1480.939832,2008,East
Bulls,1474.261547,2009,East
Bulls,1484.360175,2010,East
Bulls,1617.495057,2011,East
Bulls,1670.792507,2012,East
Bulls,1549.858898,2013,East
Bulls,1527.978321,2014,East
Bulls,1572.001603,2015,East
Bucks,,1976,East
Bucks,1407.915283,1977,East
Bucks,1489.612186,1978,East
Bucks,1505.302772,1979,East
Bucks,1560.956455,1980,East
Bucks,1652.09751,1981,East
Bucks,1638.659175,1982,East
Bucks,1607.771231,1983,East
Bucks,1581.832148,1984,East
Bucks,1642.374094,1985,East
Bucks,1662.791339,1986,East
Bucks,1606.329582,1987,East
Bucks,1555.839748,1988,East
Bucks,1573.912869,1989,East
Bucks,1514.198691,1990,East
Bucks,1532.888546,1991,East
Bucks,1470.480965,1992,East
Bucks,1416.508332,1993,East
Bucks,1344.409726,1994,East
Bucks,1368.604789,1995,East
Bucks,1378.25956,1996,East
Bucks,1428.686406,1997,East
Bucks,1457.075479,1998,East
Bucks,1502.507528,1999,East
Bucks,1517.139216,2000,East
Bucks,1567.564848,2001,East
Bucks,1549.537811,2002,East
Bucks,1482.206253,2003,East
Bucks,1513.409146,2004,East
Bucks,1440.833101,2005,East
Bucks,1445.258757,2006,East
Bucks,1432.91763,2007,East
Bucks,1367.535362,2008,East
Bucks,1423.410122,2009,East
Bucks,1498.862657,2010,East
Bucks,1487.751822,2011,East
Bucks,1494.730459,2012,East
Bucks,1481.607949,2013,East
Bucks,1319.098439,2014,East
Bucks,1455.580692,2015,East
Wizards,,1976,East
Wizards,1544.30948,1977,East
Wizards,1547.378444,1978,East
Wizards,1619.883042,1979,East
Wizards,1462.355895,1980,East
Wizards,1488.012855,1981,East
Wizards,1528.86029,1982,East
Wizards,1512.059011,1983,East
Wizards,1487.4012,1984,East
Wizards,1493.917678,1985,East
Wizards,1483.466552,1986,East
Wizards,1497.904487,1987,East
Wizards,1479.764855,1988,East
Wizards,1456.258112,1989,East
Wizards,1438.657394,1990,East
Wizards,1394.755533,1991,East
Wizards,1376.82213,1992,East
Wizards,1351.157137,1993,East
Wizards,1344.02314,1994,East
Wizards,1332.692843,1995,East
Wizards,1453.50843,1996,East
Wizards,1507.436949,1997,East
Wizards,1524.347276,1998,East
Wizards,1473.80999,1999,East
Wizards,1415.367671,2000,East
Wizards,1349.958748,2001,East
Wizards,1426.178027,2002,East
Wizards,1472.80242,2003,East
Wizards,1381.45747,2004,East
Wizards,1470.642795,2005,East
Wizards,1502.917217,2006,East
Wizards,1518.846599,2007,East
Wizards,1479.020053,2008,East
Wizards,1363.856463,2009,East
Wizards,1368.746685,2010,East
Wizards,1337.422607,2011,East
Wizards,1331.522274,2012,East
Wizards,1408.25353,2013,East
Wizards,1506.582302,2014,East
Wizards,1538.861441,2015,East
Sixers,,1976,East
Sixers,1577.682759,1977,East
Sixers,1626.273401,1978,East
Sixers,1566.770238,1979,East
Sixers,1621.905455,1980,East
Sixers,1693.654719,1981,East
Sixers,1658.705875,1982,East
Sixers,1718.299387,1983,East
Sixers,1628.752578,1984,East
Sixers,1635.487339,1985,East
Sixers,1597.349374,1986,East
Sixers,1544.74933,1987,East
Sixers,1490.483176,1988,East
Sixers,1518.023815,1989,East
Sixers,1564.868248,1990,East
Sixers,1523.57362,1991,East
Sixers,1469.141993,1992,East
Sixers,1392.179867,1993,East
Sixers,1381.289578,1994,East
Sixers,1349.774585,1995,East
Sixers,1282.58064,1996,East
Sixers,1326.05699,1997,East
Sixers,1392.47304,1998,East
Sixers,1531.240171,1999,East
Sixers,1536.228391,2000,East
Sixers,1609.69539,2001,East
Sixers,1542.552334,2002,East
Sixers,1550.85881,2003,East
Sixers,1475.350411,2004,East
Sixers,1456.459863,2005,East
Sixers,1466.710662,2006,East
Sixers,1425.315816,2007,East
Sixers,1483.596747,2008,East
Sixers,1503.048865,2009,East
Sixers,1425.450182,2010,East
Sixers,1494.00887,2011,East
Sixers,1554.730219,2012,East
Sixers,1448.77977,2013,East
Sixers,1312.853073,2014,East
Sixers,1281.621929,2015,East
Suns,,1976,West
Suns,1501.72784,1977,West
Suns,1556.831955,1978,West
Suns,1575.432165,1979,West
Suns,1597.426397,1980,West
Suns,1635.902797,1981,West
Suns,1558.873288,1982,West
Suns,1583.832301,1983,West
Suns,1523.190902,1984,West
Suns,1494.945208,1985,West
Suns,1431.918567,1986,West
Suns,1428.177327,1987,West
Suns,1408.715621,1988,West
Suns,1567.598784,1989,West
Suns,1628.483618,1990,West
Suns,1634.32207,1991,West
Suns,1600.597316,1992,West
Suns,1658.002742,1993,West
Suns,1632.841875,1994,West
Suns,1620.018216,1995,West
Suns,1531.447363,1996,West
Suns,1478.232334,1997,West
Suns,1572.806619,1998,West
Suns,1547.294411,1999,West
Suns,1593.885824,2000,West
Suns,1581.416744,2001,West
Suns,1521.167855,2002,West
Suns,1523.198288,2003,West
Suns,1449.064352,2004,West
Suns,1637.282713,2005,West
Suns,1640.640762,2006,West
Suns,1657.346649,2007,West
Suns,1636.349955,2008,West
Suns,1560.11601,2009,West
Suns,1591.471751,2010,West
Suns,1545.396268,2011,West
Suns,1505.780318,2012,West
Suns,1433.06105,2013,West
Suns,1513.419282,2014,West
Suns,1540.292552,2015,West
Spurs,,1976,West
Spurs,1540.992088,1977,West
Spurs,1561.10845,1978,West
Spurs,1587.281703,1979,West
Spurs,1511.213944,1980,West
Spurs,1550.274163,1981,West
Spurs,1539.101137,1982,West
Spurs,1561.982617,1983,West
Spurs,1506.680652,1984,West
Spurs,1491.797841,1985,West
Spurs,1488.762602,1986,West
Spurs,1387.010446,1987,West
Spurs,1407.302772,1988,West
Spurs,1354.478795,1989,West
Spurs,1511.222053,1990,West
Spurs,1608.84394,1991,West
Spurs,1576.994062,1992,West
Spurs,1559.551632,1993,West
Spurs,1604.254652,1994,West
Spurs,1641.031291,1995,West
Spurs,1642.494316,1996,West
Spurs,1377.812094,1997,West
Spurs,1527.231027,1998,West
Spurs,1654.838824,1999,West
Spurs,1655.961603,2000,West
Spurs,1664.290709,2001,West
Spurs,1658.331764,2002,West
Spurs,1663.966173,2003,West
Spurs,1688.949664,2004,West
Spurs,1713.914579,2005,West
Spurs,1683.89564,2006,West
Spurs,1679.972167,2007,West
Spurs,1657.043649,2008,West
Spurs,1616.216813,2009,West
Spurs,1600.585516,2010,West
Spurs,1662.858452,2011,West
Spurs,1651.090535,2012,West
Spurs,1688.148664,2013,West
Spurs,1696.6352,2014,West
Spurs,1676.873043,2015,West
Jazz,,1976,West
Jazz,1451.155473,1977,West
Jazz,1451.686409,1978,West
Jazz,1408.671885,1979,West
Jazz,1367.076537,1980,West
Jazz,1378.845524,1981,West
Jazz,1355.581689,1982,West
Jazz,1387.218106,1983,West
Jazz,1492.847201,1984,West
Jazz,1495.013512,1985,West
Jazz,1496.509398,1986,West
Jazz,1511.104221,1987,West
Jazz,1538.615596,1988,West
Jazz,1570.096301,1989,West
Jazz,1573.74706,1990,West
Jazz,1581.733986,1991,West
Jazz,1605.290364,1992,West
Jazz,1557.095328,1993,West
Jazz,1582.812204,1994,West
Jazz,1650.041374,1995,West
Jazz,1641.59337,1996,West
Jazz,1688.444905,1997,West
Jazz,1683.913161,1998,West
Jazz,1677.70427,1999,West
Jazz,1605.63984,2000,West
Jazz,1610.035649,2001,West
Jazz,1554.410295,2002,West
Jazz,1557.657193,2003,West
Jazz,1497.399938,2004,West
Jazz,1435.857815,2005,West
Jazz,1436.476972,2006,West
Jazz,1572.610591,2007,West
Jazz,1625.511663,2008,West
Jazz,1588.851747,2009,West
Jazz,1599.006501,2010,West
Jazz,1530.208,2011,West
Jazz,1498.858319,2012,West
Jazz,1518.388601,2013,West
Jazz,1421.708791,2014,West
Jazz,1448.438661,2015,West
Cavaliers,,1976,East
Cavaliers,1542.220125,1977,East
Cavaliers,1501.534436,1978,East
Cavaliers,1453.971685,1979,East
Cavaliers,1452.182884,1980,East
Cavaliers,1436.328095,1981,East
Cavaliers,1317.295115,1982,East
Cavaliers,1292.650801,1983,East
Cavaliers,1388.952906,1984,East
Cavaliers,1415.781414,1985,East
Cavaliers,1475.114017,1986,East
Cavaliers,1414.262561,1987,East
Cavaliers,1499.908626,1988,East
Cavaliers,1646.960037,1989,East
Cavaliers,1492.745107,1990,East
Cavaliers,1438.99498,1991,East
Cavaliers,1584.119731,1992,East
Cavaliers,1632.6234,1993,East
Cavaliers,1580.306072,1994,East
Cavaliers,1539.758476,1995,East
Cavaliers,1516.072251,1996,East
Cavaliers,1539.843777,1997,East
Cavaliers,1555.889319,1998,East
Cavaliers,1523.946222,1999,East
Cavaliers,1433.259683,2000,East
Cavaliers,1415.925218,2001,East
Cavaliers,1388.205215,2002,East
Cavaliers,1316.749459,2003,East
Cavaliers,1384.709493,2004,East
Cavaliers,1492.122415,2005,East
Cavaliers,1535.609254,2006,East
Cavaliers,1569.039345,2007,East
Cavaliers,1531.466191,2008,East
Cavaliers,1686.19549,2009,East
Cavaliers,1715.134781,2010,East
Cavaliers,1375.16127,2011,East
Cavaliers,1365.733179,2012,East
Cavaliers,1351.438756,2013,East
Cavaliers,1387.190009,2014,East
Cavaliers,1570.473239,2015,East
Grizzlies,,1976,West
Grizzlies,,1977,West
Grizzlies,,1978,West
Grizzlies,,1979,West
Grizzlies,,1980,West
Grizzlies,,1981,West
Grizzlies,,1982,West
Grizzlies,,1983,West
Grizzlies,,1984,West
Grizzlies,,1985,West
Grizzlies,,1986,West
Grizzlies,,1987,West
Grizzlies,,1988,West
Grizzlies,,1989,West
Grizzlies,,1990,West
Grizzlies,,1991,West
Grizzlies,,1992,West
Grizzlies,,1993,West
Grizzlies,,1994,West
Grizzlies,,1995,West
Grizzlies,1234.12142,1996,West
Grizzlies,1236.710239,1997,West
Grizzlies,1281.099133,1998,West
Grizzlies,1266.559498,1999,West
Grizzlies,1319.889194,2000,West
Grizzlies,1376.9194,2001,West
Grizzlies,1342.825459,2002,West
Grizzlies,1386.720902,2003,West
Grizzlies,1541.556879,2004,West
Grizzlies,1560.063485,2005,West
Grizzlies,1560.119552,2006,West
Grizzlies,1418.1789,2007,West
Grizzlies,1369.26685,2008,West
Grizzlies,1332.244848,2009,West
Grizzlies,1469.021185,2010,West
Grizzlies,1531.019875,2011,West
Grizzlies,1584.602707,2012,West
Grizzlies,1622.590299,2013,West
Grizzlies,1571.982848,2014,West
Grizzlies,1620.678526,2015,West
